,brand,year_week,volume_so_off,relative_gap_to_90th_price_off_off,discount_price_comp_to_pr_off_off,distribution_off_off,off_trade_visibility_off,digital_off,digital_social_media_off,out_of_home_off,television_off,brand_experience_off,is_penultimate_week_off,is_year_end_week_off,april,august,december,february,january,july,june,march,may,november,october,september,week_number_tensor,is_covid,weeks_to_ignore_off
66,absolut,201927,57411.41,0.0722560123361345,-0.3178414202158324,0.2684039412670012,28073.542435424355,0.0,3509.41,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67,absolut,201928,69019.79000000001,0.104407785493626,-0.2785715421470754,0.3026851288688121,11229.416974169742,0.0,2804.91,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
68,absolut,201929,88751.39,0.163063137809009,-0.255389690163515,0.3712475040724338,19651.47970479705,0.0,4017.83,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
69,absolut,201930,42578.97,0.0364402777732561,-0.3760949162749433,0.4055286916742446,8422.062730627307,0.0,3287.32,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
70,absolut,201931,80227.56,0.1393979064432404,-0.3684655732257691,0.4398098792760554,11229.416974169742,0.0,1073.3,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0
71,absolut,201932,40295.29,0.0243951342263521,-0.3457457060961072,0.4398098792760554,5614.708487084871,0.0,4488.28,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0
72,absolut,201933,68857.88,0.1118148196835785,-0.2879080032889732,0.3198257226697175,19651.47970479705,0.0,3758.24,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0
73,absolut,201934,124569.76,0.2083895671959706,-0.2792864191912554,0.3712475040724338,22458.833948339485,0.0,11941.69,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0
74,absolut,201935,33610.22,-0.0046634398419018,-0.4012567038322103,0.3198257226697175,11229.416974169742,0.0,7085.8,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0
75,absolut,201936,35919.52,0.0077242669918246,-0.3960569602229113,0.3026851288688121,8422.062730627307,0.0,14996.28,0.0,0.0,498133.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0
76,absolut,201937,67238.57,0.1305080969948849,-0.3320799092846633,0.2341227536651904,16844.125461254614,0.0,10617.3,0.0,0.0,9750.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0
77,absolut,201938,32596.55,-0.0089076352065988,-0.4523756251964281,0.2855445350679066,2807.354243542436,0.0,5920.82,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0
78,absolut,201939,37128.07,0.0204955413528941,-0.4403688984383295,0.2855445350679066,8422.062730627307,0.0,5745.37,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0
79,absolut,201940,81780.23,0.1468714606744127,-0.2797093077997253,0.2684039412670012,14036.771217712178,0.0,6625.3,0.0,0.0,4971.18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0
80,absolut,201941,97427.68,0.1576853560296302,-0.2911715096345051,0.3026851288688121,30880.89667896679,0.0,4873.67,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0
81,absolut,201942,47628.21,0.0665704309655526,-0.3530729574706892,0.2684039412670012,8422.062730627307,0.0,3426.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0
82,absolut,201943,70599.06,0.1416526499135647,-0.3340720484356434,0.2512633474660958,11229.416974169742,0.0,4863.42,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0
83,absolut,201944,90825.35,0.1574550482935581,-0.2793076633647592,0.2512633474660958,16844.125461254614,0.0,2786.63,0.0,0.0,1154.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0
84,absolut,201945,67386.62,0.1263337443665342,-0.333838606471656,0.2684039412670012,11229.416974169742,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0
85,absolut,201946,43475.67,0.0597644199148588,-0.3563911147639939,0.2855445350679066,5614.708487084871,0.0,0.0,0.0,0.0,14128.54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0
86,absolut,201947,48684.78999999999,0.0674164483711534,-0.3847714038966304,0.2855445350679066,5614.708487084871,0.0,0.0,0.0,385833.33,3525.26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0
87,absolut,201948,101398.01,0.164185595050972,-0.2983751163626563,0.3369663164706229,22458.833948339485,31419.98,19470.39,0.0,360500.0,756.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0
88,absolut,201949,49442.96,0.0502646969654097,-0.3190379484766238,0.3198257226697175,11229.416974169742,43892.66,25672.4,0.0,425000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0
89,absolut,201950,160616.96,0.2172227951781707,-0.1693431852948042,0.3026851288688121,36495.60516605166,52123.99,17106.11,0.0,425000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0
90,absolut,201951,165683.84,0.1883468977965084,-0.3909488477770382,0.3541069102715283,25266.18819188192,43481.99,30878.62,0.0,443333.33,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0
91,absolut,201952,123858.63,0.1560857337907397,-0.3582978562132132,0.3026851288688121,25266.18819188192,48931.33,33065.08,0.0,207333.33,16375.53,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0
92,absolut,202001,74337.69,-0.0263222704868947,-0.4551293692217236,0.4055286916742446,22458.833948339485,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0
93,absolut,202002,30678.83,0.0109870389160705,-0.3914336733573947,0.2169821598642849,11229.416974169742,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0
94,absolut,202003,34303.71,-0.0184620593270096,-0.3819254484085055,0.2684039412670012,11229.416974169742,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0
95,absolut,202004,55116.39,0.1066567150495573,-0.3321390739455215,0.2855445350679066,16844.125461254614,0.0,0.0,0.0,0.0,5250.46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,0
96,absolut,202005,36840.65,0.0306340387831521,-0.4091360213386879,0.2855445350679066,16844.125461254614,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0
97,absolut,202006,45329.06,0.0739398604261383,-0.3253219189654243,0.2512633474660958,11229.416974169742,0.0,2.14,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0
98,absolut,202007,86762.48,0.1521765158953784,-0.3163430809297426,0.2855445350679066,16844.125461254614,0.0,150.2,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,0,0
99,absolut,202008,75944.95999999999,0.1411703365354142,-0.3448388671680558,0.4569504730769609,14036.771217712178,0.0,299.29,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0
100,absolut,202009,91157.71,0.156522675823416,-0.2594469989140524,0.4398098792760554,25266.18819188192,0.0,50.23,65974.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,0,0
101,absolut,202010,41947.36,0.0345673779646745,-0.3260564623978698,0.4055286916742446,11229.416974169742,0.0,0.0,32987.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,0
102,absolut,202011,82030.06,0.1255746747465864,-0.2978544492258764,0.42266928547515,30880.89667896679,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,0
103,absolut,202012,79294.74,0.1230309246276507,-0.3325313270744975,0.3026851288688121,19651.47970479705,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,0,0
104,absolut,202013,30497.32,-0.0137544500857723,-0.3756492594317452,0.1484197846606633,2807.354243542436,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0
105,absolut,202014,42384.37,0.0389767881813944,-0.3641221587869319,0.1312791908597578,2807.354243542436,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0,0
106,absolut,202015,48519.87,0.0420894213819435,-0.3827311783769606,0.1827009722624741,5614.708487084871,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0
107,absolut,202016,77580.01999999999,0.1541145819641882,-0.3122503369302589,0.1655603784615687,28073.542435424355,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,0
108,absolut,202017,42038.01,0.0478302260225239,-0.2966740141270986,0.1312791908597578,2807.354243542436,0.0,542.75,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0
109,absolut,202018,39370.87,0.0285401568634559,-0.4235162683776255,0.1484197846606633,2807.354243542436,0.0,649.03,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,0,0
110,absolut,202019,39518.78,0.0139558717935975,-0.3745207090256896,0.2169821598642849,2807.354243542436,0.0,1363.98,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44,0,0
111,absolut,202020,62735.68,0.1011770051550197,-0.294201659984265,0.1827009722624741,19651.47970479705,0.0,1070.77,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45,0,0
112,absolut,202021,123494.35,0.2091891936477823,-0.2468328373873349,0.2855445350679066,16844.125461254614,0.0,1306.82,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46,0,0
113,absolut,202022,84204.4,0.1327740944726436,-0.2416630135070697,0.3026851288688121,11229.416974169742,0.0,737.05,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47,0,0
114,absolut,202023,150784.83000000002,0.232437936106324,-0.1327291747239035,0.4055286916742446,25266.18819188192,0.0,502.7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48,0,0
115,absolut,202024,99597.33,0.1709136059652856,-0.3776400838916383,0.4055286916742446,16844.125461254614,0.0,822.47,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,0,0
116,absolut,202025,39021.5,0.0157418736217895,-0.4707641213256487,0.42266928547515,8422.062730627307,0.0,689.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0
117,absolut,202026,39446.82,-0.0153498794277035,-0.3307216680769677,0.3369663164706229,8422.062730627307,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,0,0
118,absolut,202027,134270.57,0.2086786781009995,-0.1988931514044113,0.3369663164706229,21217.57120001717,0.0,600.3,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,0,0
119,absolut,202028,43444.87,0.0247995157911678,-0.4035986955561885,0.2855445350679066,9093.244800007356,0.0,924.66,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,0,0
120,absolut,202029,48346.62,0.0569631259973339,-0.3937583683285766,0.3198257226697175,9093.244800007356,0.0,4047.08,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54,0,0
121,absolut,202030,51756.46,0.0769698721762736,-0.3157715627048676,0.2855445350679066,6062.163200004905,0.0,1593.01,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55,0,0
122,absolut,202031,166898.76,0.2181633272871987,-0.2634670151644368,0.3198257226697175,42435.14240003433,0.0,1632.77,0.0,0.0,250.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,0,0
123,absolut,202032,66783.56999999999,0.1212149149793325,-0.3151178029637144,0.3230617125139842,6044.27678748329,0.0,1292.73,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,0,0
124,absolut,202033,45673.32,0.0608852449547743,-0.3578365544638667,0.3115261785889438,9943.069148200044,0.0,409.45,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,0,0
125,absolut,202034,42006.44,0.0493763106867001,-0.3502732428369319,0.282678473519051,7749.517829420669,0.0,670.41,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,0,0
126,absolut,202035,47044.130000000005,0.0595518068109988,-0.4016196142542196,0.2581245557586602,6681.282834376606,0.0,986.23,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,0
127,absolut,202036,73004.89,0.1502130935796774,-0.257785794898732,0.2605599427476742,14296.914758443569,0.0,342.78,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0
128,absolut,202037,47504.94,0.060043211312317,-0.3008566523343034,0.2273201319222374,1802.7418437646584,0.0,2064.28,0.0,0.0,8825.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,0,0
129,absolut,202038,42961.03,0.0388406450515402,-0.3591243828899888,0.2671072210647751,5651.630477018973,0.0,2468.29,0.0,0.0,1682.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0
130,absolut,202039,45718.61,0.0583156835253677,-0.4244998844595915,0.2822228593952291,7455.248303366032,0.0,1782.13,0.0,0.0,131.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0
131,absolut,202040,71585.78,0.1497818219426567,-0.3402726263776158,0.2499676728400915,9035.53906850651,0.0,3140.21,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65,0,0
132,absolut,202041,54473.79,0.0996983029418217,-0.318019646628296,0.2341635997002178,2066.2034564368714,0.0,2841.78,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66,0,0
133,absolut,202042,33556.46,-0.0213231235368919,-0.4086918984897258,0.2290079490532187,1135.5401619721188,0.0,1978.47,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67,0,0
134,absolut,202043,34578.67,-0.0016871592063874,-0.3848787446508548,0.204495442967451,4310.467801465888,0.0,3942.41,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,0,0
135,absolut,202044,218194.41,0.242397679370611,-0.1333163965566832,0.2832419533996619,57350.7403170992,0.0,1814.23,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,0,0
136,absolut,202045,62628.09,0.1475375074663404,-0.3649883644175467,0.1471157282842903,8385.362972061184,0.0,881.52,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,0,0
137,absolut,202046,68723.34,0.1564239492429932,-0.2515337256918524,0.2303066061425443,14007.882941393733,0.0,864.68,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,0,0
138,absolut,202047,56652.89,0.10837856850682,-0.2848852776232027,0.296098787138439,19882.113020035285,0.0,2179.11,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,0,0
139,absolut,202048,35066.57,0.0006997199367083,-0.4330960995068676,0.2709909025269967,5010.111149623253,5108.04,3789.14,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73,0,0
140,absolut,202049,47852.91,0.0495324315582147,-0.3310915193947132,0.2488570652053555,10327.725527566756,49249.1,21591.71,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74,0,0
141,absolut,202050,73397.03,0.1132641700212105,-0.2717831286082141,0.2047776799849766,18795.485421842404,68883.23,24746.04,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,0,0
142,absolut,202051,137114.18,0.2013127007838421,-0.3586748188528552,0.2792021896902895,27293.07419014368,96124.62,37769.48,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,0,0
143,absolut,202052,121109.94,0.170953054851701,-0.3646314199430792,0.415840061530618,57331.15043671839,124312.74,29252.57,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,77,0,0
144,absolut,202053,269862.67,0.2270990940019863,-0.2955680421668936,0.4897298018499364,60106.39662535423,75649.75,49018.16,0.0,0.0,2547.92,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0
145,absolut,202101,29258.04,-0.0049103069343257,-0.3320685798164423,0.3790125872979014,18039.991364123394,0.05,24496.65,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79,0,0
146,absolut,202102,34985.16,0.0359639081823961,-0.3119910082684651,0.3620888562897648,10036.62954394732,0.0,3555.86,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,0,0
147,absolut,202103,60424.0,0.1478057105579093,-0.3282339267067326,0.362773468746767,11570.853930930964,51.61,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81,0,0
148,absolut,202104,90956.18,0.1517951128163374,-0.203518029235095,0.3764517997246399,30244.72932789967,25893.0,5590.14,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,0,0
149,absolut,202105,59640.49,0.1113742513855175,-0.2348119813527477,0.3999190381192408,23514.794602761427,27693.13,13807.18,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83,0,0
150,absolut,202106,43543.29,0.0375685537645343,-0.3997929479146098,0.417601874605038,10635.680387045404,30032.86,14775.81,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84,0,0
151,absolut,202107,82531.12,0.1531793688405157,-0.2857585139530626,0.3581232427891749,21559.161972011043,30186.42,19243.79,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85,0,0
152,absolut,202108,69107.29000000001,0.1098830649683485,-0.332889478564637,0.4391969145011412,32936.97844016425,28366.96,15763.73,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86,0,0
153,absolut,202109,146591.41,0.2251483865028624,-0.1293031016822944,0.4412433814168127,43972.56154702438,26062.32,12731.05,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87,0,0
154,absolut,202110,65024.05,0.1330396843806213,-0.3050915185763963,0.4183721214686691,21268.381220878007,26062.32,15147.34,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88,0,0
155,absolut,202111,40501.23,0.031084316946459,-0.293754439226234,0.4009162435853898,11719.182940108682,23662.12,22237.43,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89,0,0
156,absolut,202112,70148.47,0.1181049355438287,-0.2903327482893266,0.3670524808644125,18648.76288591269,51618.02,15127.38,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90,0,0
157,absolut,202113,57812.23,0.0485025105290366,-0.389090034106396,0.3471083029790557,15945.0017257313,0.0,26033.050000000003,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91,0,0
158,absolut,202114,89590.97,0.1779386549171869,-0.2815286680744877,0.3302550026708473,44740.7982717898,0.0,24884.14,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92,0,0
159,absolut,202115,44570.89,0.0598699896183002,-0.3483173905925105,0.2914268440485012,14214.2601942931,22322.22,45540.37,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93,0,0
160,absolut,202116,47706.19,0.0856001897722089,-0.2635962819057367,0.2447718275006294,19082.15602632584,36095.68,53008.600000000006,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94,0,0
161,absolut,202117,37610.23,0.0475442856389166,-0.3310009095510376,0.2200761398889111,14405.130433726856,37925.47,23582.68,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95,0,0
162,absolut,202118,33511.17,-0.0259861092546738,-0.3676756323989581,0.2439720473938791,7890.872319836784,37925.47,22127.42,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96,0,0
163,absolut,202119,56697.55,0.0556363247087086,-0.4191009633619666,0.3059541314967392,19463.97834439655,36631.27,22206.61,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97,0,0
164,absolut,202120,122746.96,0.1637189544093349,-0.1828345646639083,0.3103708682855752,29006.235448301868,40716.7,16477.14,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98,0,0
165,absolut,202121,84877.52,0.1671045308649662,-0.1867230516146596,0.2987643208804177,16424.50974160689,29485.94,52556.54,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,0,0
166,absolut,202122,48239.73,0.0114420839976539,-0.3975020067863446,0.3481176782668036,11563.988531106956,35353.02,30464.01,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0
167,absolut,202123,70364.42,0.095726336015001,-0.273550954277746,0.3980857830498587,20736.656762279177,33943.82,19369.24,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101,0,0
168,absolut,202124,92023.96,0.1521824655453975,-0.3294433392009827,0.4564485964904703,21535.871140996627,27764.79,21688.35,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,102,0,0
169,absolut,202125,42485.03,0.0050035801329396,-0.3272486437899009,0.4666864160588442,6234.5347484338445,16224.5,33621.31,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,103,0,0
170,absolut,202126,106712.2,0.1754447439509571,-0.3157255018980618,0.4339980524171701,19214.456676002745,2917.89,33954.4,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104,0,0
171,absolut,202127,42753.2,-0.0128484537871967,-0.3964320007928235,0.4082506865322034,7326.254660394341,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105,0,0
172,absolut,202128,77649.25,0.1103068166404692,-0.2507213221337829,0.3355069148926324,14686.927118843883,5872.0,48102.02,0.0,0.0,220.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,106,0,0
173,absolut,202129,118485.15,0.1953377120784262,-0.197452623827732,0.3582366278171681,30049.389844238645,24988.0,15197.98,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,107,0,0
174,absolut,202130,72230.90000000001,0.1211699814938117,-0.2722849999950625,0.3620614141990897,4874.789697635993,31720.0,419.01,0.0,0.0,610462.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,108,0,0
175,absolut,202131,43469.58,0.0070641494384932,-0.4062311459332725,0.3694196654306927,3223.5210255156526,14875.0,6200.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109,0,0
176,absolut,202132,111572.09,0.1792722254580095,-0.1573730362051812,0.4921625491875049,14637.569754622087,7384.200000000001,12127.47,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110,0,0
177,absolut,202133,52079.16,0.0651188501685927,-0.3879486381471751,0.50239234695798,5545.583974780449,20050.03,23725.65,97458.0,0.0,84.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,111,0,0
178,absolut,202134,70316.12,0.128954302565003,-0.2389514397197004,0.5101139444969748,11049.977181213786,10005.42,22908.77,99555.0,0.0,9038.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112,0,0
179,absolut,202135,47727.12,0.0372839175602519,-0.3575449768502755,0.4499475292142568,8433.574003611344,0.0,17472.84,0.0,0.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,113,0,0
180,absolut,202136,106167.32,0.1668798639129617,-0.2192087644390413,0.4197611780497008,22758.3511265331,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,0,0
181,absolut,202137,82235.16,0.1306133743765004,-0.2971432420971458,0.3401926218793922,26762.057280368816,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,0,0
182,absolut,202138,57136.8,0.1007900149765297,-0.2819453294875747,0.3098960738372902,6222.0953694413465,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,0,0
183,absolut,202139,49841.82,0.0481336207022527,-0.3717253947629338,0.3242418423971764,7873.564203225282,0.0,0.0,0.0,0.0,2365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,0,0
184,absolut,202140,126570.36,0.1897712051281062,-0.2055053984055238,0.4357189508941871,25624.11570464253,0.0,0.0,0.0,0.0,3850.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118,0,0
185,absolut,202141,55095.11,0.0747280863584114,-0.3259655375123456,0.4408994039804162,8700.57465072267,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119,0,0
186,absolut,202142,116692.03,0.1970279656500915,-0.2774190956794374,0.451923685414157,10707.490566719092,0.0,3142.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,0,0
187,absolut,202143,63556.15,0.0858733418363404,-0.355873927777374,0.4396332968787184,8830.256890545254,0.0,4204.3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,121,0,0
188,absolut,202144,93672.81,0.179490189649559,-0.3032493455521394,0.3589644859923297,12081.325165013206,0.0,11348.48,0.0,0.0,1210.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122,0,0
189,absolut,202145,140171.64,0.2113853139269239,-0.1576831429079257,0.3519267124430222,36458.75896816053,0.0,9427.48,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0
190,absolut,202146,112002.8,0.1999735800701096,-0.2610321950937805,0.3444002948456384,20385.587227879616,3264.0,17257.22,0.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,124,0,0
191,absolut,202147,47850.95,0.0744683298909071,-0.2752103279012113,0.3379203619215813,9681.617004419006,15808.0,5529.56,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,125,0,0
192,absolut,202148,53544.82,0.0803432117740163,-0.3523308185572966,0.3340732927677184,10816.188358134508,26794.0,4702.9400000000005,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126,0,0
193,absolut,202149,58058.42,0.076996767924963,-0.2840715726876801,0.3649355489676256,18972.84620622417,26889.0,2452.12,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127,0,0
194,absolut,202150,140376.39,0.2168812826768941,-0.3414161249929011,0.4704110670917808,24281.13602679163,32663.6,8172.1,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,128,0,0
195,absolut,202151,164866.59000000003,0.2114075772655526,-0.3335719928236207,0.4562213464978578,33979.67169582603,21858.73,29853.86,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,129,0,0
196,absolut,202152,255812.97,0.2158660336787256,-0.300673055184548,0.5580122197350078,48147.0767147876,11867.05,23530.51,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,130,0,0
